Sno.,Text,Sentiment,Timestamp,User,Platform
695,Cursed by the echoes of regret.  ,1,5/5/2023 17:10,EchoRegret  ,Facebook 
696,Suffering in silence.  ,1,5/6/2023 17:10,SilentSufferer  ,Twitter 
697,Forsaken by faith and betrayed by fate.  ,1,5/7/2023 17:10,BetrayedFate  ,Instagram 
698,Withering away in the depths of despair.  ,1,5/8/2023 17:10,WitheredSoul  ,Facebook 
699,Shattered illusions and shattered dreams.  ,1,5/9/2023 17:10,IllusionShatterer  ,Twitter 
700,Blinded by the darkness within.  ,1,5/10/2023 17:10,InnerDarkness  ,Instagram 
701,Lost in the labyrinth of despair.  ,1,5/11/2023 17:10,LabyrinthLost  ,Facebook 
702,Stranded in the wasteland of sorrow.  ,1,5/12/2023 17:10,WastelandSorrows  ,Twitter 
703,Forsaken by the light of hope.  ,1,2/5/2023 19:30,ForsakenLight  ,Instagram 
704,Drowning in a river of tears.  ,1,2/6/2023 19:30,TearRiver  ,Twitter 
705,Shackled by the chains of despair.  ,1,2/7/2023 19:30,ChainsOfDespair  ,Twitter 
706,Cursed by the cruel hand of fate.  ,1,2/8/2023 19:30,CruelFateCurse  ,Facebook 
707,Shattered by the storms of life.  ,1,2/9/2023 19:30,LifeStorms  ,Instagram 
708,Wounded by the arrows of betrayal.  ,1,2/10/2023 19:30,BetrayalWounded  ,Twitter 
709,Drifting in a sea of emptiness.  ,1,2/11/2023 19:30,EmptinessDrifter  ,Facebook 
710,Trapped in the prison of regret.  ,1,2/12/2023 19:30,RegretPrisoner  ,Instagram 
711,Abandoned by the warmth of love.  ,1,2/13/2023 19:30,LoveAbandoned  ,Instagram 
712,Torn apart by the winds of change.  ,1,2/14/2023 19:30,ChangeTorn  ,Twitter 
713,Forsaken by the promise of tomorrow.  ,1,2/15/2023 19:30,TomorrowForsaken  ,Instagram 
714,Shattered by the weight of expectation.  ,1,2/16/2023 19:30,ExpectationWeight  ,Facebook 
715,Struggling to find purpose in the pain.  ,1,2/17/2023 19:30,PurposelessStruggle  ,Twitter 
716,Lost in the maze of misery.  ,1,2/18/2023 19:30,MiseryMaze  ,Instagram 
717,Haunted by the ghosts of the past.  ,1,2/19/2023 19:30,MiseryMaze  ,Facebook 
718,Suffocated by the silence of solitude.  ,1,2/20/2023 19:30,GhostHaunted  ,Twitter 
719,Forsaken by fortune and abandoned by fate.  ,1,2/21/2023 19:30,SolitudeSuffocation  ,Instagram 
720,Shattered dreams and shattered illusions.  ,1,2/22/2023 19:30,FortuneForsaker  ,Facebook 
721,Withering away in the garden of despair.  ,1,2/23/2023 19:30,IllusionDreamShatterer  ,Twitter 
722,Torn asunder by the tempest of turmoil.  ,1,2/24/2023 19:30,TempestTurmoil  ,Instagram 
723,Consumed by the flames of despair.  ,1,2/25/2023 19:30,FlameConsumed  ,Facebook 
724,Lost in the depths of despair.  ,1,2/26/2023 19:30,DepthsLost  ,Twitter 
725,Trapped in the cycle of self-destruction.  ,1,2/27/2023 19:30,SelfDestructionCycle  ,Instagram 
726,Shattered hopes and shattered dreams.  ,1,2/28/2023 19:30,ShatteredHopes  ,Facebook 
727,Forsaken by faith and abandoned by hope.  ,1,3/1/2023 19:30,FaithAbandoned  ,Twitter 
728,Suffocating in the grip of despair.  ,1,3/2/2023 19:30,DespairGrip  ,Instagram 
729,Cursed by the curse of despair.  ,1,3/3/2023 19:30,CursedDespair  ,Facebook 
730,Drifting in the sea of sorrow.  ,1,3/4/2023 19:30,SeaSorrow  ,Twitter 
731,Torn apart by the ravages of time.  ,1,3/5/2023 19:30,RavagesTime  ,Instagram 
732,Blinded by the darkness of despair.  ,1,3/6/2023 19:30,DespairBlind  ,Facebook 
733,Shackled by the chains of regret.  ,1,3/7/2023 19:30,RegretShackles  ,Instagram 
734,Forsaken by love and abandoned by fate.  ,1,3/8/2023 19:30,LoveForsaken  ,Twitter 
735,Shattered by the storms of sorrow.  ,1,3/9/2023 19:30,SorrowStorms  ,Facebook 
736,Trapped in the darkness of despair.  ,1,3/10/2023 19:30,DarknessTrapped  ,Instagram 
737,Lost in the wilderness of the soul.  ,1,3/11/2023 19:30,WildernessLost  ,Twitter 
738,Suffocating in the silence of solitude.  ,1,3/12/2023 19:30,SoulSilence  ,Instagram 
739,Shattered dreams and shattered hopes.  ,1,3/13/2023 19:30,DesertDespair  ,Facebook 
740,Withering away in the desert of despair.  ,1,3/14/2023 19:30,FateTides  ,Twitter 
741,Torn apart by the tides of fate.  ,1,3/15/2023 19:30,FateAbandoned  ,Instagram 
742,Forsaken by fortune and abandoned by fate.  ,1,3/16/2023 19:30,VoidDrifter  ,Facebook 
743,Drifting in the void of emptiness.  ,1,3/17/2023 19:30,EchoesRegret  ,Twitter 
744,Shattered by the echoes of regret.  ,1,3/18/2023 19:30,DespairCycle  ,Instagram 
745,Trapped in the cycle of despair.  ,1,3/19/2023 19:30,SoulDarkness  ,Facebook 
746,Blinded by the darkness of the soul.  ,1,3/20/2023 19:30,SorrowSuffocation  ,Twitter 
747,Suffocated by the weight�of�sorrow.,1,3/21/2023 19:30,WeightSuffocation��,Instagram 
